X/D:Y:Z:Xd:Yd:Zd
167.8528	30.6539	41.7826	0.0528	-0.0461	0.0326
172.8543	30.6518	41.7761	0.0543	-0.0482	0.0261
177.8534	30.6536	41.7750	0.0534	-0.0464	0.0250
182.8540	30.6518	41.7744	0.0540	-0.0482	0.0244
187.8542	30.6519	41.7712	0.0542	-0.0481	0.0212
192.8534	30.6515	41.7695	0.0534	-0.0485	0.0195
197.8529	30.6521	41.7680	0.0529	-0.0479	0.0180
202.8518	30.6529	41.7637	0.0518	-0.0471	0.0137
207.8509	30.6530	41.7619	0.0509	-0.0470	0.0119
212.8487	30.6561	41.7604	0.0487	-0.0439	0.0104
217.8455	30.6571	41.7566	0.0455	-0.0429	0.0066
222.8454	30.6574	41.7467	0.0454	-0.0426	-0.0033
227.8432	30.6590	41.7425	0.0432	-0.0410	-0.0075
232.8428	30.6587	41.7419	0.0428	-0.0413	-0.0081
237.8399	30.6584	41.7381	0.0399	-0.0416	-0.0119
242.8406	30.6585	41.7362	0.0406	-0.0415	-0.0138
152.8307	-30.7401	41.7714	0.0307	-0.0401	0.0214
157.8289	-30.7389	41.7677	0.0289	-0.0389	0.0177
162.8274	-30.7400	41.7644	0.0274	-0.0400	0.0144
167.8278	-30.7400	41.7600	0.0278	-0.0400	0.0100
172.8297	-30.7397	41.7554	0.0297	-0.0397	0.0054
177.8273	-30.7393	41.7525	0.0273	-0.0393	0.0025
182.8281	-30.7404	41.7501	0.0281	-0.0404	0.0001
187.8279	-30.7393	41.7489	0.0279	-0.0393	-0.0011
192.8278	-30.7388	41.7473	0.0278	-0.0388	-0.0027
197.8280	-30.7385	41.7439	0.0280	-0.0385	-0.0061
202.8275	-30.7385	41.7435	0.0275	-0.0385	-0.0065
207.8271	-30.7384	41.7415	0.0271	-0.0384	-0.0085
212.8263	-30.7368	41.7402	0.0263	-0.0368	-0.0098
217.8267	-30.7363	41.7372	0.0267	-0.0363	-0.0128
222.8275	-30.7358	41.7328	0.0275	-0.0358	-0.0172
227.8262	-30.7363	41.7278	0.0262	-0.0363	-0.0222
232.8254	-30.7356	41.7241	0.0254	-0.0356	-0.0259
237.8251	-30.7356	41.7195	0.0251	-0.0356	-0.0305
242.8262	-30.7361	41.7150	0.0262	-0.0361	-0.0350
255.5641	-30.6975	43.2919	0.0641	0.0025	0.0419
255.5634	-15.3534	43.2867	0.0634	-0.0034	0.0367
255.5638	-0.0008	43.2863	0.0638	-0.0008	0.0363
255.5626	15.3536	43.2929	0.0626	0.0036	0.0429
255.5615	30.7000	43.2995	0.0615	0.0000	0.0495
272.2691	30.6998	43.2816	0.0691	-0.0002	0.0316
277.2699	30.7005	43.2789	0.0699	0.0005	0.0289
282.2724	30.6980	43.2794	0.0724	-0.0020	0.0294
287.2733	30.6988	43.2790	0.0733	-0.0012	0.0290
292.2754	30.6973	43.2783	0.0754	-0.0027	0.0283
297.2779	30.6981	43.2779	0.0779	-0.0019	0.0279
302.2792	30.6971	43.2746	0.0792	-0.0029	0.0246
307.2802	30.6980	43.2764	0.0802	-0.0020	0.0264
312.2805	30.6977	43.2758	0.0805	-0.0023	0.0258
317.2803	30.6976	43.2742	0.0803	-0.0024	0.0242
322.2797	30.6980	43.2710	0.0797	-0.0020	0.0210
327.2779	30.6980	43.2715	0.0779	-0.0020	0.0215
332.2776	30.6990	43.2718	0.0776	-0.0010	0.0218
337.2759	30.7000	43.2704	0.0759	-0.0000	0.0204
342.2748	30.6991	43.2682	0.0748	-0.0009	0.0182
347.2740	30.6987	43.2675	0.0740	-0.0013	0.0175
352.2741	30.6980	43.2626	0.0741	-0.0020	0.0126
357.2732	30.6976	43.2618	0.0732	-0.0024	0.0118
362.2724	30.6983	43.2562	0.0724	-0.0017	0.0062
272.2566	-30.7049	43.2785	0.0566	-0.0049	0.0285
277.2562	-30.7036	43.2754	0.0562	-0.0036	0.0254
282.2563	-30.7038	43.2721	0.0563	-0.0038	0.0221
287.2540	-30.7029	43.2700	0.0540	-0.0029	0.0200
292.2537	-30.7032	43.2692	0.0537	-0.0032	0.0192
297.2545	-30.7024	43.2653	0.0545	-0.0024	0.0153
302.2547	-30.7029	43.2653	0.0547	-0.0029	0.0153
307.2547	-30.7015	43.2655	0.0547	-0.0015	0.0155
312.2558	-30.7021	43.2701	0.0558	-0.0021	0.0201
317.2566	-30.7015	43.2719	0.0566	-0.0015	0.0219
322.2577	-30.7002	43.2716	0.0577	-0.0002	0.0216
327.2578	-30.6990	43.2723	0.0578	0.0010	0.0223
332.2596	-30.6998	43.2713	0.0596	0.0002	0.0213
337.2595	-30.6980	43.2717	0.0595	0.0020	0.0217
342.2601	-30.6982	43.2686	0.0601	0.0018	0.0186
347.2616	-30.6975	43.2658	0.0616	0.0025	0.0158
352.2636	-30.6988	43.2617	0.0636	0.0012	0.0117
357.2639	-30.6982	43.2589	0.0639	0.0018	0.0089
362.2650	-30.6987	43.2561	0.0650	0.0013	0.0061
